video	frame	Outline_conf	PupilDiameter	RectPoints	Size	Major Axis	Minor Axis	Width	Height
Braley_122_478_829	Braley_122_478_829_0000_face	0.5882353186607361	37	[(54.54025650024414, 121.99018859863281), (82.25003051757812, 97.32528686523438), (90.68475341796875, 106.80126953125), (62.9749755859375, 131.46617126464844)]	(12.686171531677246, 37.09701919555664)	37	12	12	37
Braley_122_478_829	Braley_122_478_829_0001_face	0.7352941036224365	18	[(46.536705017089844, 97.8861083984375), (65.13673400878906, 96.56423950195312), (66.06787872314453, 109.66639709472656), (47.46784973144531, 110.98826599121094)]	(13.135209083557129, 18.64693832397461)	18	13	13	18
Braley_122_478_829	Braley_122_478_829_0002_face	0.84375	30	[(131.7438201904297, 182.3688201904297), (155.85244750976562, 201.7208709716797), (146.38487243652344, 213.51551818847656), (122.2762451171875, 194.16346740722656)]	(15.124430656433105, 30.914844512939453)	30	15	15	30
Braley_122_478_829	Braley_122_478_829_0003_face	0.7352941036224365	38	[(48.80622100830078, 66.08989715576172), (60.45844268798828, 103.1107406616211), (25.42707061767578, 114.13678741455078), (13.774848937988281, 77.1159439086914)]	(36.725616455078125, 38.811302185058594)	38	36	36	38
Braley_122_478_829	Braley_122_478_829_0004_face	0.970588207244873	18	[(45.412052154541016, 101.02473449707031), (63.51897048950195, 98.69015502929688), (65.0159912109375, 110.30091857910156), (46.9090690612793, 112.635498046875)]	(11.706871032714844, 18.256805419921875)	18	11	11	18
Braley_122_478_829	Braley_122_478_829_0005_face	0.7058823704719543	18	[(45.613651275634766, 98.25830078125), (64.28440856933594, 96.93141174316406), (65.21908569335938, 110.08338928222656), (46.54833221435547, 111.4102783203125)]	(13.185153007507324, 18.71784019470215)	18	13	13	18
Braley_122_478_829	Braley_122_478_829_0006_face	0.4000000059604645	36	[(131.55055236816406, 184.2963409423828), (158.97901916503906, 208.3109893798828), (152.2556610107422, 215.99012756347656), (124.82719421386719, 191.97547912597656)]	(10.206506729125977, 36.45578384399414)	36	10	10	36
Braley_122_478_829	Braley_122_478_829_0007_face	0.8529411554336548	20	[(1.4916930198669434, 228.18959045410156), (15.146215438842773, 213.21214294433594), (25.588951110839844, 222.7324981689453), (11.934429168701172, 237.70994567871094)]	(14.13109016418457, 20.26746940612793)	20	14	14	20
Braley_122_478_829	Braley_122_478_829_0008_face	0.7647058963775635	20	[(4.283139705657959, 220.7833251953125), (23.588417053222656, 215.4237060546875), (28.355405807495117, 232.59432983398438), (9.050128936767578, 237.95394897460938)]	(17.820068359375, 20.03544807434082)	20	17	17	20
Braley_122_478_829	Braley_122_478_829_0009_face	0.3235294222831726	19	[(109.16825866699219, 92.1943359375), (122.44607543945312, 106.89759826660156), (114.85589599609375, 113.75192260742188), (101.57807922363281, 99.04866027832031)]	(10.227044105529785, 19.81126594543457)	19	10	10	19
Braley_122_478_829	Braley_122_478_829_0010_face	0.8181818127632141	17	[(3.8117477893829346, 222.80496215820312), (18.285375595092773, 213.0262451171875), (22.817914962768555, 219.73492431640625), (8.344287872314453, 229.51364135742188)]	(8.096312522888184, 17.467378616333008)	17	8	8	17
